transaction_id,store_id,timestamp,sku,product_name,category,quantity,unit_price
TXN019784,FL-156,2024-09-21 16:50:53,DIAP-S3,Baby Diapers - Size 3,Baby Products,1,25.75
TXN019795,FL-501,2024-09-21 06:20:11,WTR_24PK,Bottled Water 24-Pack,Emergency,3,5.18
TXN001188,FL-710,2024-09-02 09:09:06,TP-12,Toilet Paper 12-Roll,Household,2,10.18
TXN017699,FL-710,17-Sep-2024 09:28,ROKU-STD,Streaming Device,electronics,1, 31.28 
TXN003341,FL-105,N/A,DIAP-S3,Diapers Size 3,Baby,1,25.55
TXN003919,FL-302,09/06/2024 07:44,SOUP-CAN,Canned Soup,Groceries,1,1.97
TXN011631,FL-156,09/13/2024 14:12,PORTCHARGER,Phone Charger - Portable,ELECTRONICS,1,24.07
TXN016081,FL-105,2024-09-16 21:57:27,CHIPVARIETY,Chips Variety Pack,snacks,1,9.21
TXN012996,FL-105,09-14-2024 11:27:53,PORTCHARGER,Phone Charger - Portable,Electronics,2,25.27
TXN003622, FL-501,2024-09-06 14:41:29,PT-12, Pop-Tarts Strawberry ,Breakfast,3,3.36
TXN013169,FL-330,2024-09-14 11:53:03,CHRG-PORT,Portable Phone Charger,electronics,2,25.18
TXN022419,FL-302,2024-09-25 21:52:55,PB-16,Peanut Butter 16oz,Groceries,1,3.31
TXN011317,FL-412,2024-09-13 17:24:41,DIAPERS-3,DIAPERS SZ 3,BABY,1,$24.38
TXN004743,FL-302,2024-09-07 15:30:24,STREAM-01,Streaming Device,ELECTRONICS,1,29.05
TXN001181,FL-710,2024-09-02 16:23:07,PAPERTOWEL6,PAPER TOWELS 6PK,Household Essentials,1,8.27
TXN014298,fl-445,2024-09-14 10:19:49,ROKU-STD,Streaming Device,ELECTRONICS,1,28.96
TXN003772,FL-619,09/06/2024 06:39,LTBEER24,Light Beer (24-pack),Alcohol,3,18.67
TXN012589,FL-710,13-Sep-2024 08:18,LED-FLASH,Flashlight - LED,EMERGENCY,2,13.33
TXN002304,FL-302,2024-09-04 09:01:03,WHITEBREAD,Bread - White,Grocery,1,2.60
TXN005254,FL-156,09/08/2024 08:41,DIAPERS-3,Baby Diapers - Size 3,Baby,1,24.37
TXN009852,FL-156,2024-09-12 14:14:02,BATT_AA_4PK,AA Batteries (4-pack),emergency,1,6.72
TXN017124,FL-412,2024-09-17 11:48:29,PTOWEL-6,Paper Towels 6-Roll,Household,1,7.70
TXN000541,FL-302,09-01-2024 16:34:27,PTOWEL-6,PAPER TOWELS 6PK,HOUSEHOLD,2,7.88
TXN006085,FL-501,09-Sep-2024 20:39,PLAYCARD-STD,Playing Cards,Entertainment,2, 5.02 
TXN014018,FL-078,2024-09-14 09:28:46,PORTCHARGER,Portable Phone Charger,electronics,2,$24.71
TXN019661,FL-412,09/21/2024 08:24,SOUP-CAN,Canned Soup,GROCERY,2,1.99
TXN011203,FL-412,2024-09-13 13:04:45,BATT_AA_4PK,AA Batteries 4-Pack,Emergency Supplies,2,6.19
TXN024439,FL-330,2024-09-29T16:40:48,BABYFORMULA,Infant Formula,Baby Products,2, 29.50 
TXN009383,FL-105,2024-09-12 16:11:55,BEER-24,Light Beer 24pk,Alcoholic Beverages,2,19.12
TXN007185,FL-501,2024-09-10 08:27:55,FLASH-01,FLASHLIGHT LED,EMERGENCY,3,13.51
TXN003451,FL-412,09/06/2024 10:18,SOUP-CAN,Soup - Canned,GROCERY,3,2.03
TXN006976,FL-287,2024-09-10 15:11:21,CNDL-EM,Emergency Candles,Emergency Supplies,2,6.10
TXN013923,FL-078,09/14/2024 15:09,WTR_24PK,Water - 24 Pack,Emergency,2,5.00
TXN000920,FL_501,09/02/2024 06:42,CHIPS-VP,Chips Variety Pack,Snacks,3,8.78
TXN000513,FL-302,09/01/2024 07:30,CARDS-01,Playing Cards,entertainment,3, 4.79 
TXN010038,FL-501,09/12/2024 15:27,PORTCHARGER,Phone Charger - Portable,electronics,2,25.20
TXN022190,FL-501,2024-09-25 11:36:10,WATER24PK,Water - 24 Pack,Emergency Supplies,4,5.23
TXN020561,FL-445,2024-09-22 20:29:34,CNSOUP-01,Soup - Canned,GROCERY,4, 2.09 
TXN009311,FL-239,2024-09-12 09:18:04,FAID-01,First-Aid Kit,health,2,14.97
TXN012941,FL-105,2024-09-14 12:39:08,MONOPOLY-01,Monopoly Board Game,Entertainment,2,20.64
TXN019326,fl-619,2024-09-20 12:08:05,PB-16,Peanut Butter,Groceries,2,3.24
TXN011401,fl-287,2024-09-13T12:18:44,BG-MONO,MONOPOLY,entertainment,2,$19.27
TXN021451,FL-330,2024-09-24 06:52:38,TP-12,TOILET PAPER 12PK,Household,1,10.24
TXN001307,FL-330,2024-09-03T16:11:34,LTBEER24,Light Beer (24-pack),ALCOHOL,2,19.13
TXN007424,FL-619,NULL,PNUTBTR-16,PEANUT BUTTER,grocery,1,3.31
TXN018333,FL-710,09-18-2024 13:46:05,BFORM-01,Baby Formula,Baby Products,2,30.95
TXN019460,fl-710,09/20/2024 14:07,WHITEBREAD,Bread - White,Grocery,2,$2.52
TXN014172,FL-619,14-Sep-2024 10:45,FAID-01,FIRST AID KIT,Health,1,$15.11
TXN023653,FL_710,2024-09-27 18:38:39,BAT-AA4,AA Batteries 4-Pack,Emergency,3,6.68
TXN024603,FL-501,2024-09-29 20:35:56,LED-FLASH,LED Flashlight,emergency,2,12.48
TXN014643,FL-710,09/14/2024 19:02,BATT_AA_4PK,AA Batteries 4-Pack,EMERGENCY,2,$6.80
TXN023009,FL-302,26-Sep-2024 17:29,ROKU-STD,Roku Streaming Stick,ELECTRONICS,1, 29.81 
TXN002686,FL-287,2024-09-05 16:13:22,GAME-MONO,Monopoly Board Game,Entertainment,2,19.05
TXN002677,FL-287,2024-09-05 22:26:40,BAT-AA4,BATTERIES AA 4PK,Emergency,5,6.24
TXN007679,FL-302,10-Sep-2024 17:37,PTOWEL-6,Paper Towels,Household Essentials,1,7.96
TXN020297,FL-412,09/22/2024 10:35,TP-12,TOILET PAPER 12PK,HOUSEHOLD,2,10.00
TXN012743,FL-239,2024-09-14 22:18:55,BAT-AA4,BATTERIES AA 4PK,Emergency,1,6.37
TXN007461,FL-619,2024-09-10 09:45:44,HDTARP-01,TARP - HEAVY DUTY,Emergency Supplies,1,20.63
TXN015828,FL-302,09/15/2024 16:16,CNDL-EM,Emergency Candles,emergency,1, 5.71 
TXN023983,FL-156,2024-09-28 14:41:11,PAPERTOWEL6,Paper Towels 6-Roll,HOUSEHOLD,1,7.93
TXN003391, FL-330,2024-09-06 18:11:40,CNDL-EM,Candles (Emergency),emergency,1,6.26
TXN024554,FL-156,09-29-2024 19:05:26,LED-FLASH,LED Flashlight,Emergency,3,12.48
TXN022109,FL-287,25-Sep-2024 18:28,STREAM-01,Streaming Device,ELECTRONICS,1,31.11
TXN021863,FL-710,09/24/2024 16:01,PB-16,PEANUT BUTTER,grocery,1,3.38
TXN024064,FL-078,2024-09-28 21:47:35,CNSOUP-01,CANNED SOUP,Grocery,2,2.01
TXN023395,FL-156,,TARP-HD,TARP - HEAVY DUTY,emergency,2,20.68
TXN007378,fl-619,2024-09-10T08:03:39,POPTART-STRAW,Strawberry Pop-Tart,breakfast,4,3.32
TXN003509,FL-287,2024-09-06 12:39:50,STREAM-01,Roku Streaming Stick,Electronics,1,30.52
TXN024847,FL-302,2024-09-29 18:51:44,HDTARP-01,TARP - HEAVY DUTY,Emergency Supplies,2,19.88
TXN008245,FL_412,11-Sep-2024 22:24,WHITEBREAD,Bread - White,Groceries,2,2.43
TXN021111,FL-619,2024-09-23 18:14:36,BAT-AA4,AA Batteries (4-pack),Emergency,5, 6.61 
TXN001756,FL-710,03-Sep-2024 13:56,WTR-24,BOTTLED WATER 24PK,emergency,6,$5.04
TXN018166,FL-619,18-Sep-2024 19:29,WHITEBREAD,White Bread,Grocery,3,2.61
TXN019058,FL-412,2024-09-20T15:09:52,MONOPOLY-01,Monopoly Board Game,ENTERTAINMENT,2,19.28
TXN009134,FL-710,09-11-2024 12:43:18,BATT-100,AA Batteries 4-Pack,EMERGENCY,3,6.30
TXN004234,FL-330,09/07/2024 15:59,HDTARP-01,HD Tarp,Emergency,2,20.40
TXN020178,FL-105,2024-09-22 20:55:16,BREAD-WH,White Bread,Grocery,3,2.56
TXN024521,FL_287,2024-09-29 10:27:55,PNUTBTR-16,Peanut Butter 16oz,Groceries,1,3.19
TXN025385,FL-302,2024-09-30T19:24:59,POPTART-STRAW,POPTART-STRAWBERRY,Breakfast Foods,1,3.37
TXN007244,FL-501,09/10/2024 16:27,PAPERTOWEL6,Paper Towels 6-Roll,household,2,8.36
TXN002448,FL-239,09-05-2024 22:50:48,TARP-HD,TARP - HEAVY DUTY,Emergency,1, 19.40 
TXN016485,FL-078,16-Sep-2024 15:41,BG-MONO,MONOPOLY,entertainment,1,20.23
TXN010027,FL-501,2024-09-12 15:25:26,CANDLE-EMRG,CANDLES - EMERGENCY,Emergency,1,5.70
TXN004220,FL_330,09/07/2024 13:49,CHIPS-VP,Variety Pack - Chips,SNACKS,1,$9.41
TXN005293,FL-501,09-08-2024 10:52:53,PLAYCARD-STD,Standard Playing Cards,entertainment,1,4.79
TXN011178,FL-412,13-Sep-2024 14:33,SKU#459812,POPTART-STRAWBERRY,Breakfast Foods,4,3.34
TXN001897,FL-330,09/04/2024 10:41,WTR_24PK,Water - 24 Pack,Emergency,1,4.84
TXN011799,FL-501,NULL,PORTCHARGER,Portable Phone Charger,electronics,1,23.81
TXN010391,fl-445,2024-09-12 11:34:48,FIRSTAID-KIT,First-Aid Kit,Health & Wellness,2, 15.33 
TXN011041,FL_330,2024-09-13 08:41:26,BATT_AA_4PK,AA Batteries 4-Pack,EMERGENCY,3,6.47
TXN005018,fl-330,09/08/2024 16:23,SOUP-CAN,CANNED SOUP,grocery,3,2.01
TXN023585,FL-445,2024-09-27 18:30:45,CHIPVARIETY,Chips Variety Pack,Snacks,3,9.36
TXN015301,FL-156,2024-09-15T21:41:17,BATT-100,AA Batteries 4-Pack,emergency,1,6.19
TXN015413,FL501,2024-09-15 08:42:12,LTBEER24,Light Beer (24-pack),Alcohol,3,19.40
TXN025157,FL-156,2024-09-30 15:47:09,PT-12,pop-tarts strawberry,Breakfast,4, 3.37 
TXN015843,FL_302,15-Sep-2024 15:51,PORTCHARGER,PORTABLE CHARGER,Electronics,2,25.29
TXN014236,FL_445,09-14-2024 12:35:33,SKU#459812,Pop Tarts - Strawberry,BREAKFAST,4,3.53
TXN019974,FL_445,2024-09-21 18:40:22,CANDLE-EMRG,CANDLES - EMERGENCY,emergency,1,5.81
TXN006865,FL412,2024-09-10T08:39:58,FAID-01,First Aid Kit,Health,1,15.05
TXN018990,FL-105,09/20/2024 12:53,PAPERTOWEL6,Paper Towels,household,2,8.23
TXN009309,FL_239,09/12/2024 11:08,CNDL-EM,Candles (Emergency),emergency,3,6.19
TXN020711,FL-239,2024-09-23 18:14:46,BATT_AA_4PK,AA Batteries 4-Pack,EMERGENCY,5,6.20
TXN009428,FL-105,12-Sep-2024 16:50,FIRSTAID-KIT,First-Aid Kit,Health,1,$15.36
TXN003677,FL-501,2024-09-06 19:40:59,BFORM-01,BABY FORMULA,Baby,2,30.69
TXN024061,FL-078,2024-09-28 09:41:43,ROKU-STD,Roku Streaming Stick,electronics,1,29.41
TXN009270,FL-239,2024-09-12T09:51:49,MONOPOLY-01,Monopoly Board Game,Games & Entertainment,1,20.32
TXN023778,FL-105,2024-09-28 13:22:31,CNDL-EM,Emergency Candles,Emergency Supplies,2,6.26
TXN012003,FL_619,09/13/2024 20:41,PT-12,Strawberry Pop-Tart,BREAKFAST,2,3.56
TXN002567,FL-330,NULL,FIRSTAID-KIT,FIRST AID KIT,HEALTH,1, 15.06 
TXN001279,FL-105,2024-09-03T22:20:36,CHIPS-VP,CHIPS VARIETY PACK,Snacks,2,8.67
TXN004068,FL-239,2024-09-07 20:36:55,CHRG-PORT,Phone Charger - Portable,ELECTRONICS,2,24.85
TXN000117,FL-330,2024-09-01 13:52:28,CARDS-01,Standard Playing Cards,Entertainment,2,4.86
TXN014562,fl-302,2024-09-14 14:37:07,TOILETPAPER12,TOILET PAPER 12PK,Household Essentials,1,9.92
TXN002652,FL-412,2024-09-05 17:07:14,CHIPS-VP,Chips Variety Pack,snacks,1,$9.42
TXN009936,FL_156,09/12/2024 16:38,BFORM-01,Baby Formula,BABY,2,29.70
TXN016654,FL-445,09/16/2024 16:18,CNDL-EM,CANDLES - EMERGENCY,Emergency Supplies,2,5.82
TXN021880,FL-710,2024-09-24 17:34:12,TOILETPAPER12,TP 12 Pack,Household Essentials,1, 9.94 
TXN008090,FL-330,2024-09-11 11:52:18,BAT-AA4,AA Batteries (4-pack),emergency,1,6.19
TXN019470,FL-710,2024-09-20 17:12:41,CHRG-PORT,Phone Charger - Portable,ELECTRONICS,2,25.91
TXN012188,FL-445,2024-09-13 16:34:20,PT-12, Pop-Tarts Strawberry ,BREAKFAST,2,3.54
TXN017943,FL-412,2024-09-18T08:13:46,TARP-HD,HD Tarp,EMERGENCY,1,20.00
TXN005675,FL-239,09-Sep-2024 08:15,BATT-100,AA Batteries 4-Pack,emergency,3,6.58
TXN020599,FL-302,09/22/2024 17:43,PT_STRAWBERRY,pop-tarts strawberry,Breakfast Foods,3,3.35
TXN017471,FL-619,09-17-2024 09:02:04,BEER-24,Light Beer 24pk,ALCOHOL,3,18.65
TXN002867,FL-078,09-05-2024 08:03:42,PT_STRAWBERRY,Pop Tarts - Strawberry,breakfast,1, 3.49 
TXN004083,FL-239,09-07-2024 19:28:42,HDTARP-01,Heavy Duty Tarp,Emergency,1,20.14
TXN002160,FL-078,2024-09-04 11:33:57,SOUP-CAN,Canned Soup,GROCERY,2,1.93
TXN000634,FL-239,2024-09-02 11:20:45,PAPERTOWEL6,Paper Towels,Household Essentials,2,7.91
TXN025278,FL-078,09/30/2024 14:27,BREAD-WH,WHITE BREAD,grocery,1,2.43
TXN014552,FL-302,2024-09-14 08:00:12,PTOWEL-6,PAPER TOWELS 6PK,household,2,8.13
TXN001631,FL-619,03-Sep-2024 22:30,CHIPVARIETY,CHIPS VARIETY PACK,Snacks,1,9.26
TXN015421,FL-501,NULL,BG-MONO,MONOPOLY,entertainment,1,20.67
TXN018201,FL-445,2024-09-18 07:14:55,CNSOUP-01,Canned Soup,Groceries,1,2.05
TXN014390,FL-302,09/14/2024 19:31,PT-12,Pop-Tarts Strawberry,BREAKFAST,4,3.39
TXN016895,FL-239,2024-09-17 19:33:57,BFORM-01,BABY FORMULA,baby,1,29.64
TXN006497, FL-239,2024-09-10 18:28:56,PLAYCARD-STD,Playing Cards,Games & Entertainment,2,5.08
TXN012254,FL-445,2024-09-13 18:25:08,PLAYCARD-STD,Standard Playing Cards,ENTERTAINMENT,2,$4.87
TXN005662,FL-710,09/08/2024 07:12,BFORM-01,Infant Formula,baby,1,28.67
TXN004675,fl-445,07-Sep-2024 21:03,CARDS-01,PLAYING CARDS,Entertainment,2,4.85
TXN006697,FL-330,10-Sep-2024 12:49,FLASH-01,Flashlight - LED,EMERGENCY,3,13.14
TXN009686,FL-412,2024-09-12 06:11:42,TOILETPAPER12,TP 12 Pack,Household,2,9.54
TXN006143,FL-078,09-09-2024 20:15:16,GAME-MONO,MONOPOLY,entertainment,1,20.75
TXN017094,FL-412,17-Sep-2024 08:23,SOUP-CAN,Soup - Canned,GROCERY,3,1.99
TXN014632,FL_710,14-Sep-2024 06:39,BAT-AA4,AA Batteries 4-Pack,Emergency,1,6.40
TXN010410,FL-445,12-Sep-2024 13:39,TP-12,TOILET PAPER 12PK,HOUSEHOLD,2, 10.06 
TXN004985,FL-105,09/08/2024 20:10,BABYFORMULA,BABY FORMULA,Baby Products,1,30.76
TXN003536,FL-287,2024-09-06 11:55:33,BABYFORMULA,Infant Formula,BABY,1,30.86
TXN006755,FL-330,09/10/2024 22:03,PORTCHARGER,PORTABLE CHARGER,electronics,2,24.23
TXN007262,FL-501,2024-09-10T16:47:29,TARP-HD,TARP - HEAVY DUTY,emergency,2,20.65
TXN019666,FL-412,2024-09-21T07:24:49,PNUTBTR-16,Peanut Butter 16oz,Grocery,1,$3.24
TXN001583,FL-078,09/03/2024 21:08,CHRG-PORT,Portable Phone Charger,Electronics,1,24.57
TXN002248,FL-445,2024-09-04 15:39:57,LED-FLASH,LED Flashlight,Emergency Supplies,2,12.78
TXN003006,FL-445,09/05/2024 12:22,PT-12,Strawberry Pop-Tart,Breakfast,1,3.32
TXN018430,FL-105,09/19/2024 07:02,BFORM-01,BABY FORMULA,BABY,1,30.68
TXN014914,FL-105,2024-09-15 09:32:02,GAME-MONO,Board Game - Monopoly,Entertainment,2,$20.25
TXN016351, FL-156,09/16/2024 11:33,SOUP-CAN,CANNED SOUP,Groceries,1,1.99
TXN014274,FL-445,2024-09-14 10:22:48,BEER-24,BEER LIGHT 24PK,Alcoholic Beverages,2,18.90
TXN012383,FL-302,09-13-2024 14:29:16,SKU#459812,POPTART-STRAWBERRY,BREAKFAST,4, 3.43 
TXN022449,FL-710,25-Sep-2024 12:55,WTR-24,BOTTLED WATER 24PK,Emergency Supplies,2,4.76
TXN010253,FL-619,2024-09-12 12:14:31,WHITEBREAD,Bread - White,Grocery,2,2.43
TXN008312,fl-287,09-11-2024 09:25:40,SKU#459812,Pop Tarts - Strawberry,BREAKFAST,4,3.37
TXN017953,FL-287,09-18-2024 16:01:38,FLASH-01,Flashlight - LED,emergency,2,13.45
TXN006644,FL-105,2024-09-10 14:33:47,CHRG-PORT,Portable Phone Charger,electronics,2,24.48
TXN003829,FL-445,09/06/2024 11:43,WTR-24,Bottled Water 24-Pack,Emergency,4,4.80
TXN011530,FL-156,2024-09-13 18:11:21,WATER24PK,Bottled Water 24-Pack,Emergency Supplies,6,4.95
TXN001699,FL-445,2024-09-03 09:31:06,TARP-HD,TARP - HEAVY DUTY,EMERGENCY,2,19.53
TXN015836,FL-302,2024-09-15T19:56:09,FAID-01,First-Aid Kit,health,2,14.52
TXN018676,FL-501,2024-09-19 15:44:42,FIRSTAID-KIT,FIRST AID KIT,Health,2,14.58
TXN004169,FL-330,09-07-2024 18:00:54,WATER24PK,Bottled Water 24-Pack,Emergency,4, 5.05 
TXN013528,FL-287,2024-09-14 16:13:59,TP-12,TP 12 Pack,HOUSEHOLD,1,10.28
TXN023089,FL-710,2024-09-26 07:04:45,BABYFORMULA,BABY FORMULA,baby,2,29.63
TXN006293,FL-445,2024-09-09 16:32:35,ROKU-STD,STREAMING STICK,electronics,1,29.48
TXN008047,FL-105,2024-09-11 13:31:06,DIAP-S3,Diapers Size 3,BABY,2,25.66
TXN005313,FL_501,09/08/2024 19:36,CHRG-PORT,Portable Phone Charger,ELECTRONICS,1,25.72
TXN011298, FL-412,2024-09-13 11:57:48,CHRG-PORT,Phone Charger - Portable,electronics,1,$25.49
TXN009061,FL_302,2024-09-11T22:29:13,SOUP-CAN,Soup - Canned,Grocery,4,1.90
TXN001905,FL-330,2024-09-04 16:47:15,BEER-24,BEER LIGHT 24PK,ALCOHOL,2,$18.33
TXN001779,FL-710,nan,CHRG-PORT,Portable Phone Charger,electronics,1,$25.82
TXN011557,FL-156,09-13-2024 20:35:32,BEER-24,Light Beer (24-pack),Alcoholic Beverages,2,18.06
TXN018705,FL-078,19-Sep-2024 11:12,BEER-24,Light Beer (24-pack),Alcohol,2,19.41
TXN006318,FL-445,09-09-2024 16:49:04,TP-12,TP 12 Pack,HOUSEHOLD,2,10.41
TXN016991,FL-330,2024-09-17 13:14:45,BATT_AA_4PK,AA Batteries (4-pack),Emergency,1,6.69
TXN024543,FL-287,2024-09-29 14:55:46,TARP-HD,TARP - HEAVY DUTY,emergency,2,18.99
TXN003443,FL-412,2024-09-06 13:55:08,MONOPOLY-01,Board Game - Monopoly,Entertainment,1, 20.21 
TXN005315,FL-501,09/08/2024 09:50,PORTCHARGER,Phone Charger - Portable,Electronics,2,25.27
TXN015799,FL-302,09-15-2024 10:45:30,GAME-MONO,MONOPOLY,ENTERTAINMENT,2,20.63
TXN007950,FL-105,2024-09-11 07:24:20,WATER24PK,Water - 24 Pack,EMERGENCY,1,5.18
TXN002063,FL-156,2024-09-04 09:11:13,CNSOUP-01,Canned Soup,Grocery,1,2.05
TXN003510,FL-287,09-06-2024 08:56:25,CNSOUP-01,CANNED SOUP,grocery,4,1.97
TXN013322,FL-412,2024-09-14 13:18:40,CNSOUP-01,Soup - Canned,grocery,3,1.93
TXN016940,FL-105,09/17/2024 17:09,ROKU-STD,STREAMING STICK,Electronics,1,28.78
TXN006015,FL-156,09-09-2024 17:41:37,STREAM-01,STREAMING STICK,electronics,1,28.90
TXN011461,FL-287,2024-09-13 06:34:27,CHRG-PORT,Portable Phone Charger,Electronics,1,24.92
TXN009227,FL-710,2024-09-11 12:14:22,HDTARP-01,Heavy Duty Tarp,Emergency,1,20.76
TXN020760,FL-105,09/23/2024 07:17,BATT_AA_4PK,BATTERIES AA 4PK,EMERGENCY,3,6.21
TXN021841,FL-302,2024-09-24 07:45:57,TARP-HD,HD Tarp,Emergency Supplies,1,19.92
TXN018178,FL-619,09/18/2024 06:51,TOILETPAPER12,TOILET PAPER 12PK,Household Essentials,2,9.92
TXN024155,FL-445,2024-09-28T12:52:42,LTBEER24,Light Beer 24pk,Alcoholic Beverages,2,19.63
TXN015314,FL-156,2024-09-15 17:17:20,FLASH-01,LED Flashlight,emergency,1,13.48
TXN010281,fl-619,2024-09-12 22:21:32,CHIPVARIETY,Variety Pack - Chips,snacks,3,8.73
TXN011813,FL501,2024-09-13 10:31:03,TP-12,TOILET PAPER 12PK,Household Essentials,2,10.20
TXN013673,FL-156,2024-09-14 07:30:51,PORTCHARGER,PORTABLE CHARGER,ELECTRONICS,1,24.49
TXN014127,FL-619,09/14/2024 06:26,MONOPOLY-01,MONOPOLY,Entertainment,2,19.83
TXN012625,FL-710,2024-09-13 10:10:53,CNSOUP-01,Canned Soup,Grocery,2,2.02
TXN006346,FL-302,2024-09-09 18:00:08,LED-FLASH,LED Flashlight,EMERGENCY,3,12.48
TXN024229,FL-302,2024-09-28 13:07:21,FIRSTAID-KIT,First-Aid Kit,Health,1,$14.52
TXN012839,fl-239,09-14-2024 22:15:58,CHIPS-VP,Chips Variety Pack,SNACKS,3,9.43
TXN009990,FL-501,2024-09-12 18:27:13,GAME-MONO,MONOPOLY,Games & Entertainment,2,20.10
TXN024723,FL619,29-Sep-2024 11:09,FIRSTAID-KIT,FIRST AID KIT,Health & Wellness,1,15.47
TXN023749,FL-105,28-Sep-2024 08:39,PT_STRAWBERRY, Pop-Tarts Strawberry ,Breakfast Foods,2,3.58
TXN025028,FL-330,09/30/2024 18:34,PNUTBTR-16,PEANUT BUTTER,grocery,1,3.20
TXN020370,FL_156,2024-09-22 12:24:36,BREAD-WH,WHITE BREAD,Groceries,2,$2.57
TXN018418,FL_105,09-19-2024 11:08:02,CHRG-PORT,PORTABLE CHARGER,electronics,1,24.77
TXN010567,FL-710,09/12/2024 09:16,WTR-24,Water - 24 Pack,Emergency Supplies,5,$5.24
TXN010632,FL-710,2024-09-12 18:59:33,FIRSTAID-KIT,First-Aid Kit,Health,2,15.15
TXN014968,FL-105,,TARP-HD,Heavy Duty Tarp,EMERGENCY,2,20.31
TXN006006, FL-156,09-Sep-2024 20:33,FLASH-01,Flashlight - LED,Emergency,3,12.74
TXN011936,FL-078,2024-09-13 12:29:17,CANDLE-EMRG,Candles (Emergency),Emergency Supplies,1,6.14
TXN014935,FL-105,2024-09-15 09:31:50,BREAD-WH,White Bread,Groceries,1,2.40
TXN019076,FL-412,N/A,FAID-01,First Aid Kit,Health & Wellness,1,15.62
TXN002729,FL-287,2024-09-05 06:13:42,BFORM-01,BABY FORMULA,BABY,2,29.26
TXN021450,FL-330,2024-09-24 20:10:12,TOILETPAPER12,TOILET PAPER 12PK,Household,1,9.96
TXN016930,FL-105,09/17/2024 16:48,MONOPOLY-01,Board Game - Monopoly,Games & Entertainment,2,19.67
TXN025275,FL-078,30-Sep-2024 08:52,SOUP-CAN,CANNED SOUP,Grocery,3,2.06
TXN015599,FL-619,2024-09-15 10:28:16,ROKU-STD,Streaming Device,Electronics,1,$28.82
TXN017333,FL-501,2024-09-17 12:24:34,STREAM-01,Roku Streaming Stick,ELECTRONICS,1,$31.25
TXN007925,FL-239,09/11/2024 18:25,BABYFORMULA,Baby Formula,baby,2,29.46
TXN015061,FL-330,2024-09-15 17:11:32,CHRG-PORT,Phone Charger - Portable,ELECTRONICS,2,23.78
TXN000107, FL-330,2024-09-01 18:29:37,BATT_AA_4PK,AA Batteries (4-pack),Emergency Supplies,5,6.37
TXN014783,fl-710,2024-09-14 21:49:44,TARP-HD,HD Tarp,EMERGENCY,1,20.92
TXN009498,FL-330,2024-09-12 13:13:32,FLASH-01,FLASHLIGHT LED,EMERGENCY,2,13.03
TXN022045,FL-412,N/A,LED-FLASH,FLASHLIGHT LED,Emergency,2,13.04
TXN001189,FL_710,2024-09-02T15:59:45,DIAPERS-3,Baby Diapers - Size 3,Baby,2,$24.22
TXN011300,FL-412,2024-09-13 07:31:07,CHRG-PORT,Portable Phone Charger,Electronics,1,25.85
TXN023606,FL-302,2024-09-27T22:33:26,BATT_AA_4PK,AA Batteries (4-pack),Emergency Supplies,3,$6.68
TXN018893,FL-710,2024-09-19 14:18:55,WHITEBREAD,White Bread,grocery,3,2.57
TXN005317, FL-501,09-08-2024 09:08:22,PTOWEL-6,PAPER TOWELS 6PK,Household,1, 8.01 
TXN011962,FL-078,09-13-2024 10:13:02,PTOWEL-6,Paper Towels 6-Roll,household,2,7.98
TXN008661, FL-078,,PT_STRAWBERRY,Strawberry Pop-Tart,BREAKFAST,3,3.47
TXN016535,FL-078,09/16/2024 21:32,TARP-HD,HD Tarp,Emergency Supplies,1,20.48
TXN010300,FL-619,nan,BABYFORMULA,BABY FORMULA,Baby Products,1,31.12
TXN007967,FL-105,2024-09-11T11:11:57,BATT_AA_4PK,AA Batteries (4-pack),Emergency Supplies,5,6.55
TXN023935,FL-287,2024-09-28 09:14:48,TOILETPAPER12,TOILET PAPER 12PK,Household,2,9.84
TXN025277,FL-078,09/30/2024 13:56,WHITEBREAD,Bread - White,grocery,2,2.57
TXN000985,FL-078,2024-09-02 22:52:18,BFORM-01,Baby Formula,baby,2,29.83
TXN000270,FL_156,2024-09-01 12:17:41,PB-16,Peanut Butter,Grocery,2,3.34
TXN007453,FL-619,09/10/2024 09:41,DIAP-S3,DIAPERS SZ 3,Baby,2,25.42
TXN004297,FL-412,09/07/2024 07:44,DIAP-S3,DIAPERS SZ 3,Baby,1,24.69
TXN002382,FL-239,2024-09-05 19:56:53,PT_STRAWBERRY,POPTART-STRAWBERRY,breakfast,3,3.48
TXN023158,FL-105,09/27/2024 08:49,WTR_24PK,BOTTLED WATER 24PK,emergency,3,4.85
TXN019721,FL-287,2024-09-21 13:14:35,FIRSTAID-KIT,First Aid Kit,health,1,15.19
TXN012379,FL-302,2024-09-13 06:12:18,PT-12,Strawberry Pop-Tart,breakfast,3,3.55
TXN004648,FL-445,2024-09-07 08:34:14,PT-12,POPTART-STRAWBERRY,BREAKFAST,4,3.41
TXN015793,FL-302,09-15-2024 21:35:52,LTBEER24,Light Beer (24-pack),Alcohol,1,18.40
TXN019872,FL-078,2024-09-21 15:28:36,FAID-01,FIRST AID KIT,Health,2,14.83
TXN009106,FL-302,2024-09-11 15:41:16,DIAPERS-3,Diapers Size 3,BABY,2,25.08
TXN017563,FL-445,09/17/2024 08:28,PB-16,Peanut Butter 16oz,Grocery,1,3.21
TXN018622,FL-156,2024-09-19 10:30:50,BREAD-WH,WHITE BREAD,Grocery,2,2.46
